b12	b3	b4	b5	r12	delta3	delta4	delta5
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.303	0.727	0.988	-5.735	1.221	-3
0.521	0.19	0.303	0.727	0.988	-5.735	1.221	-3
0.521	0.19	0.303	0.727	0.988	-5.735	1.221	-3
0.521	0.19	0.303	0.727	0.988	-5.735	1.221	-3
0.521	0.19	0.303	0.727	0.988	-5.735	1.221	-3
0.521	0.19	0.303	0.727	0.988	-5.735	1.221	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.192	0.299	0.724	0.989	-5.738	1.219	-3
0.521	0.191	0.297	0.734	0.988	-5.699	1.237	-3
0.521	0.191	0.297	0.734	0.988	-5.699	1.237	-3
0.521	0.191	0.297	0.734	0.988	-5.699	1.237	-3
0.521	0.19	0.299	0.736	0.988	-5.695	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.695	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.695	1.24	-3.001
0.521	0.192	0.299	0.73	0.988	-5.717	1.229	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.521	0.19	0.301	0.733	0.988	-5.707	1.234	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.52	0.191	0.3	0.728	0.989	-5.725	1.226	-3
0.521	0.19	0.301	0.728	0.989	-5.726	1.225	-3
0.521	0.19	0.301	0.728	0.989	-5.726	1.225	-3
0.521	0.19	0.301	0.728	0.989	-5.726	1.225	-3
0.521	0.19	0.301	0.728	0.989	-5.726	1.225	-3
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.19	0.3	0.734	0.988	-5.701	1.237	-3.001
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.3	0.73	0.988	-5.72	1.228	-3
0.521	0.191	0.299	0.734	0.988	-5.702	1.237	-3
0.521	0.191	0.299	0.734	0.988	-5.702	1.237	-3
0.521	0.191	0.299	0.734	0.988	-5.702	1.237	-3
0.521	0.191	0.299	0.734	0.988	-5.702	1.237	-3
0.521	0.191	0.299	0.734	0.988	-5.702	1.237	-3
0.521	0.191	0.299	0.734	0.988	-5.702	1.237	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.3	0.736	0.988	-5.695	1.24	-3
0.521	0.191	0.299	0.731	0.988	-5.714	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.714	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.714	1.231	-3
0.521	0.191	0.3	0.729	0.988	-5.721	1.228	-3
0.521	0.192	0.298	0.729	0.988	-5.718	1.229	-2.999
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.73	0.988	-5.718	1.229	-3
0.521	0.192	0.299	0.729	0.988	-5.719	1.229	-3
0.521	0.192	0.299	0.729	0.988	-5.719	1.229	-3
0.521	0.192	0.299	0.729	0.988	-5.719	1.229	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.297	0.736	0.988	-5.691	1.242	-3
0.521	0.191	0.298	0.732	0.988	-5.705	1.235	-3
0.521	0.191	0.298	0.732	0.988	-5.705	1.235	-3
0.521	0.191	0.298	0.732	0.988	-5.705	1.235	-3
0.521	0.191	0.298	0.732	0.988	-5.705	1.235	-3
0.521	0.191	0.298	0.732	0.988	-5.705	1.235	-3
0.521	0.191	0.298	0.732	0.988	-5.705	1.235	-3
0.521	0.191	0.298	0.732	0.988	-5.705	1.235	-3
0.521	0.191	0.298	0.732	0.988	-5.705	1.235	-3
0.521	0.192	0.299	0.729	0.988	-5.719	1.229	-2.999
0.521	0.192	0.299	0.729	0.988	-5.719	1.229	-2.999
0.521	0.192	0.299	0.729	0.988	-5.719	1.229	-2.999
0.521	0.192	0.299	0.729	0.988	-5.719	1.229	-2.999
0.521	0.191	0.3	0.73	0.988	-5.718	1.229	-3
0.521	0.191	0.3	0.73	0.988	-5.718	1.229	-3
0.521	0.19	0.301	0.734	0.988	-5.706	1.235	-3.001
0.521	0.19	0.301	0.734	0.988	-5.706	1.235	-3.001
0.521	0.19	0.301	0.734	0.988	-5.706	1.235	-3.001
0.521	0.19	0.301	0.734	0.988	-5.706	1.235	-3.001
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.191	0.299	0.735	0.988	-5.696	1.24	-3
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.299	0.736	0.988	-5.694	1.24	-3.001
0.521	0.19	0.3	0.731	0.988	-5.716	1.23	-3.001
0.521	0.19	0.3	0.731	0.988	-5.716	1.23	-3.001
0.521	0.19	0.3	0.731	0.988	-5.716	1.23	-3.001
0.521	0.19	0.3	0.731	0.988	-5.716	1.23	-3.001
0.521	0.19	0.3	0.731	0.988	-5.716	1.23	-3.001
0.521	0.191	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.191	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.191	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.299	0.732	0.988	-5.711	1.232	-3.001
0.521	0.19	0.299	0.732	0.988	-5.711	1.232	-3.001
0.521	0.19	0.299	0.732	0.988	-5.711	1.232	-3.001
0.521	0.19	0.299	0.732	0.988	-5.711	1.232	-3.001
0.521	0.189	0.302	0.731	0.988	-5.719	1.229	-3.001
0.521	0.19	0.301	0.731	0.988	-5.718	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.19	0.3	0.73	0.988	-5.717	1.229	-3.001
0.521	0.189	0.3	0.733	0.988	-5.708	1.233	-3.001
0.521	0.189	0.3	0.733	0.988	-5.708	1.233	-3.001
0.521	0.189	0.3	0.733	0.988	-5.708	1.233	-3.001
0.521	0.189	0.3	0.733	0.988	-5.708	1.233	-3.001
0.521	0.189	0.3	0.733	0.988	-5.708	1.233	-3.001
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.189	0.299	0.739	0.988	-5.687	1.244	-3.002
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.19	0.299	0.732	0.988	-5.712	1.231	-3.001
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.298	0.729	0.988	-5.72	1.228	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.299	0.73	0.988	-5.716	1.229	-3
0.521	0.191	0.3	0.727	0.989	-5.73	1.223	-3
0.521	0.191	0.3	0.727	0.989	-5.73	1.223	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.301	0.727	0.988	-5.732	1.222	-3
0.521	0.191	0.299	0.725	0.989	-5.735	1.22	-3
0.521	0.191	0.299	0.725	0.989	-5.735	1.22	-3
0.521	0.191	0.299	0.725	0.989	-5.735	1.22	-3
0.521	0.191	0.299	0.725	0.989	-5.735	1.22	-3
0.521	0.191	0.299	0.725	0.989	-5.735	1.22	-3
0.521	0.191	0.299	0.725	0.989	-5.735	1.22	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
0.521	0.191	0.299	0.728	0.988	-5.726	1.225	-3
